""	"PotGrowth"	"Variable_Size"	"Species"	"Model"	"sizeX0"	"sizeXb"	"alpha"	"beta"	"C"	"D"	"Cprim"	"gamma"	"theta"	"lambdaVec1"	"lambdaVec2"	"lambdaVec3"	"lambdaVec4"	"lambdaVec5"	"lambdaVec6"	"lambdaVec7"	"lambdaVec8"	"lambdaVec9"	"lambdaVec10"	"lambdaVec11"	"lambdaVec12"	"lambdaVec13"	"compX0"	"compXb"	"lambdaVec14"	"lambdaVec15"	"lambdaVec16"	"lambdaVec17"	"lambdaVec18"
"1345"	33.8025	"VOL"	"PIOM"	"Model.01a"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1346"	33.8025	"VOL"	"PIOM"	"Model.02a"	26.563	0.5022046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1347"	33.80255	"VOL"	"PIOM"	"Model.03a"	5.580105	0.6790279	1.134531	0.9123268	995.5309	1.109072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1348"	33.80251	"VOL"	"PIOM"	"Model.04a"	12.55556	0.5067937	0.8806705	0.6871871	NA	1.543984	986.7975	0.86615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1349"	42.60162	"VOL"	"PIOM"	"Model.05a"	7.783263	0.5	0.5	3.950281	NA	0.4931555	195.0471	0.1597538	0.543221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1350"	33.88507	"VOL"	"PIOM"	"Model.06a"	0.5	6.280389	0.6027127	3.998871	NA	0.8140471	148.0933	-0.05716281	1.607419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1351"	33.8025	"VOL"	"PIOM"	"Model.07a"	6.569773	0.5	0.7205624	2.41802	NA	1.072424	364.492	-0.02611609	0.9260824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1352"	33.8025	"VOL"	"PIOM"	"Model.08a"	8.101897	0.5	0.5000145	0.5608043	NA	0.05056004	999.9999	0.3963626	NA	0.9662563	3.224682e-21	1.11105e-05	1.125537e-14	7.255876e-15	1.609961e-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1353"	33.80262	"VOL"	"PIOM"	"Model.08b"	0.5000011	8.379276	0.5	0.5193383	NA	0.5551916	999.9997	0.3443486	NA	0.9999983	-0.009576709	0.9990676	0.03362208	0.1821881	0.1074832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1354"	33.8025	"VOL"	"PIOM"	"Model.08c"	7.179612	0.5	0.5	0.632324	NA	NA	NA	NA	NA	0.6152831	0.02694646	0.9935602	0.1283668	0.2129771	0.3032657	NA	NA	NA	NA	NA	NA	NA	0.001	0.3510567	NA	NA	NA	NA	NA
"1355"	33.82094	"VOL"	"PIOM"	"Model.09a"	6.827107	0.5	0.5000325	3.991113	NA	0.293193	802.7457	0.1141442	NA	0.009931596	0.7812036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1356"	33.8025	"VOL"	"PIOM"	"Model.09b"	5.963547	0.5	0.5045631	3.968569	NA	0.3134898	968.8554	-0.08865423	NA	0.01479643	0.8325718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1357"	33.81269	"VOL"	"PIOM"	"Model.09c"	0.5	6.207205	0.5	1.58396	NA	NA	NA	NA	NA	0.3017764	0.9831433	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001	0.88642	NA	NA	NA	NA	NA
"1358"	33.8025	"VOL"	"PIOM"	"Model.10a"	0.5849456	5.938017	0.5000053	1.706579	NA	1.000031	1000	0.1700599	NA	0.0004398983	0.5367072	0.1543903	0.999523	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1359"	33.80825	"VOL"	"PIOM"	"Model.10b"	4.594345	0.8504547	0.5	1.754862	NA	1	924.5178	0.3118465	NA	-0.06268437	0.4932975	0.1397478	0.9995689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1360"	33.80257	"VOL"	"PIOM"	"Model.10c"	6.527788	0.5	0.5	1.909474	NA	NA	NA	NA	NA	-0.007000494	0.3966902	0.120797	0.995966	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001	0.3160226	NA	NA	NA	NA	NA
"1361"	33.8025	"VOL"	"PIOM"	"Model.11a"	7.851714	0.5	0.5135219	3.981093	NA	0.2222318	999.9988	0.236009	NA	0.0003424771	0.1526306	0.9849925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1362"	33.8025	"VOL"	"PIOM"	"Model.11b"	7.048296	0.5	0.5	3.998924	NA	0.2288055	1000	0.2177835	NA	0.0003285467	0.2003241	0.9972811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1363"	33.81777	"VOL"	"PIOM"	"Model.11c"	6.221458	0.5	0.5	1.567907	NA	NA	NA	NA	NA	0.1043472	0.6008669	0.9866629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001	0.3477107	NA	NA	NA	NA	NA
"1364"	36.24869	"VOL"	"PIOM"	"Model.12a"	6.513181	0.5	2.349001	2.430416	NA	0.01291174	999.9725	0.1338611	0.2365901	0.9937125	1.60681e-39	4.348519e-16	6.73246e-35	2.126654e-25	3.086039e-46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1365"	34.30433	"VOL"	"PIOM"	"Model.12b"	6.911166	0.5	0.5306868	1.129827	NA	0.4860577	561.2103	-0.0183062	0.6924359	0.9989917	-0.16169	0.9099344	0.2090348	-0.02107956	0.05663769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1366"	33.80258	"VOL"	"PIOM"	"Model.12c"	3.991907	0.838244	0.5000014	0.5002084	NA	NA	NA	NA	NA	0.9999984	-0.008279415	0.9999517	0.1571583	0.3956223	0.3961832	NA	NA	NA	NA	NA	NA	NA	0.001	0.4676142	NA	NA	NA	NA	NA
"1367"	33.8025	"VOL"	"PIOM"	"Model.13a"	4.276674	0.5	0.5	1.44	NA	0.0009035791	989.9819	-0.9816225	1.945196	0.1698466	0	0.6050344	2.96439387504748e-323	0.006558085	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1368"	34.80976	"VOL"	"PIOM"	"Model.13b"	5.969624	0.5	0.5001299	3.999456	NA	0.2747754	549.8463	0.07764238	0.8788796	0.9992241	-0.1310137	0.9999945	0.02560292	0.7260061	0.3053214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1369"	33.8025	"VOL"	"PIOM"	"Model.13c"	0.5	5.692713	0.5	0.5818266	NA	NA	NA	NA	NA	0.810355	0.03364971	1	0.1244364	0.2506663	0.3283808	NA	NA	NA	NA	NA	NA	NA	0.001	0.3994414	NA	NA	NA	NA	NA
"1370"	33.80448	"VOL"	"PIOM"	"Model.14a"	6.714253	0.5	0.5	2.42446	NA	0.09244305	999.9995	0.159	0.4511061	0.117169	1.185371e-25	0.001373312	1.021064e-07	9.813655e-07	4.258899e-16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1371"	33.89063	"VOL"	"PIOM"	"Model.14b"	7.000332	0.5	0.5	1.085113	NA	0.1553951	902.4069	0.09416128	0.41227	0.9645143	9.107037e-08	0.1031587	0.0003272484	0.001107914	1.985273e-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1372"	33.8025	"VOL"	"PIOM"	"Model.14c"	6.577751	0.5	0.5006609	0.5003601	NA	NA	NA	NA	NA	0.3544655	0.001305172	0.8904359	0.08016854	0.1460387	0.1944891	NA	NA	NA	NA	NA	NA	NA	0.001	0.2439148	NA	NA	NA	NA	NA
"1373"	53.9175	"VOL"	"PIRE"	"Model.01a"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1374"	53.9175	"VOL"	"PIRE"	"Model.02a"	1.165385	9.978105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1375"	54.26576	"VOL"	"PIRE"	"Model.03a"	0.5076091	11.06377	3.99841	2.138214	161.6258	0.09836888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1376"	53.9175	"VOL"	"PIRE"	"Model.04a"	14.1873	0.5028062	3.994152	2.73441	NA	0.1210404	513.8787	0.7867377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1377"	53.9175	"VOL"	"PIRE"	"Model.05a"	10.21803	0.6501313	3.862717	2.822905	NA	0.1179223	884.5224	0.4177729	0.02523212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1378"	53.9175	"VOL"	"PIRE"	"Model.06a"	0.5	13.07934	3.999998	2.166222	NA	0.1185121	1000	0.457512	-0.1274908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1379"	53.92235	"VOL"	"PIRE"	"Model.07a"	19.03836	0.5	0.5	3.880123	NA	1.120176	0.0243154	2.228582	2.999999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1380"	54.28474	"VOL"	"PIRE"	"Model.08a"	14.2211	0.5315544	3.888409	3.998526	NA	0.1262405	999.9283	1.475606	NA	1.377226e-44	1.266265e-30	1.917135e-30	0.0002147869	0.001842715	0.1114677	2.850328e-61	9.518411e-08	5.422645e-51	2.537765e-22	2.604883e-18	4.521734e-23	3.677813e-10	NA	NA	2.495629e-20	NA	NA	NA	NA
"1381"	59.24288	"VOL"	"PIRE"	"Model.08b"	5.071295	1.432523	0.5	1.651007	NA	0.939704	286.6909	0.6834013	NA	0.03126383	0.4449891	0.2263484	0.7460847	0.9990459	0.9568095	0.06684269	0.1666982	0.0182546	0.1433762	0.3035185	0.4211746	0.03334884	NA	NA	0.1247718	NA	NA	NA	NA
"1382"	54.73474	"VOL"	"PIRE"	"Model.08c"	11.44638	0.5	0.5000784	1.537858	NA	NA	NA	NA	NA	0.08384024	0.1016269	0.05698308	0.9226365	0.994574	0.9926821	0.02586089	0.1815061	0.04646566	0.1334129	0.2067694	0.5200197	0.01313199	0.001	0.6033435	0.1787844	NA	NA	NA	NA
"1383"	53.9175	"VOL"	"PIRE"	"Model.09a"	6.865976	0.7754705	0.7212359	3.995471	NA	0.3798614	333.284	-0.09313435	NA	0.9994795	0.9834969	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1384"	53.9175	"VOL"	"PIRE"	"Model.09b"	15.21073	0.5	3.999911	2.438756	NA	0.1930323	999.9345	1.151862	NA	0.9792167	0.1051061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1385"	53.9175	"VOL"	"PIRE"	"Model.09c"	12.41615	0.5	0.5	3.999093	NA	NA	NA	NA	NA	1	0.8628757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001	8.415945	NA	NA	NA	NA	NA
"1386"	53.91864	"VOL"	"PIRE"	"Model.10a"	9.663829	0.6949072	0.5	2.406193	NA	1.002655	172.5409	0.5519561	NA	3.654946e-21	0.9999251	0.1870611	0.8922196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1387"	53.91756	"VOL"	"PIRE"	"Model.10b"	4.154797	1.764894	0.5000296	2.383293	NA	1.000008	125.6347	0.7997707	NA	-0.2085539	0.9551236	0.1615472	0.7859384	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1388"	53.9175	"VOL"	"PIRE"	"Model.10c"	0.5	11.53006	0.5	2.207472	NA	NA	NA	NA	NA	-0.2283479	0.9913972	0.1952132	0.7982784	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001	0.9987563	NA	NA	NA	NA	NA
"1389"	55.0754	"VOL"	"PIRE"	"Model.11a"	9.16266	0.8293056	1.431914	1.915541	NA	0.6916439	999.6473	1.098796	NA	0.003226525	1	0.6795779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1390"	53.9175	"VOL"	"PIRE"	"Model.11b"	6.042667	1.261294	1.510571	1.849627	NA	0.6776412	999.9996	1.156277	NA	-0.0006211859	1	0.7156594	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1391"	53.9175	"VOL"	"PIRE"	"Model.11c"	0.5	12.2536	1.170746	1.490521	NA	NA	NA	NA	NA	0.1196408	1	0.8744162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001	0.0870575	NA	NA	NA	NA	NA
"1392"	53.9175	"VOL"	"PIRE"	"Model.12a"	12.12208	0.5	0.5	1.687356	NA	1.1292	999.9999	0.1590453	0.180624	0.007669171	0.1249708	0.03634048	0.3658143	0.8190136	0.4003656	8.204001e-17	0.1166638	0.03323633	0.06257471	0.2202345	0.2040646	0.0004594896	NA	NA	2.032873e-07	NA	NA	NA	NA
"1393"	53.95736	"VOL"	"PIRE"	"Model.12b"	0.5	10.65068	0.5	1.593142	NA	1.013739	914.3753	-0.2794029	0.2190743	0.006081675	0.01813377	0.0699672	0.8145249	0.9995183	1	0.02829713	0.2234108	0.02904497	0.1457828	0.5008631	0.316408	-0.04736657	NA	NA	0.001319789	NA	NA	NA	NA
"1394"	54.02518	"VOL"	"PIRE"	"Model.12c"	0.5306621	10.55903	0.5	1.843779	NA	NA	NA	NA	NA	-0.01067598	0.2614997	0.3254587	0.668852	0.9999999	0.7808304	0.04317101	0.1594921	0.03158812	0.095149	0.2891315	0.402792	-0.259348	0.001	0.5390606	0.1967993	NA	NA	NA	NA
"1395"	53.9175	"VOL"	"PIRE"	"Model.13a"	11.61666	0.5	0.5000001	2.077289	NA	0.7476829	999.8652	0.1128332	-0.04140138	0.04610533	0.04026466	0.02723773	0.4522659	0.999067	0.5082044	6.653093e-44	0.07508261	1.043594e-34	0.04797123	0.006911203	0.3609774	0.0001694366	NA	NA	1.336213e-06	NA	NA	NA	NA
"1396"	53.9175	"VOL"	"PIRE"	"Model.13b"	2.693207	2.083134	0.5	1.476071	NA	1.206431	1000	-0.05569169	0.1436987	0.03047104	0.1994577	0.2152482	0.8268069	0.9999954	0.9104908	0.02107791	0.1859309	0.02891783	0.1212731	0.1533062	0.3341768	0.01687796	NA	NA	0.09316834	NA	NA	NA	NA
"1397"	63.62045	"VOL"	"PIRE"	"Model.13c"	9.742201	0.5763907	0.5	1.577591	NA	NA	NA	NA	NA	0.06068948	0.2743657	0.3183513	0.7853932	0.9601974	0.9905238	0.06533065	0.2241493	0.05475096	0.1713047	0.1535271	0.4690092	-0.1061819	0.001	0.5008058	0.2894742	NA	NA	NA	NA
"1398"	53.9175	"VOL"	"PIRE"	"Model.14a"	3.488392	1.718378	0.5000317	1.966821	NA	0.9028898	915.8683	0.07524366	0.1462377	0.02339508	9.644166e-05	0.08632284	0.5022679	0.998692	0.7769086	1.472577e-07	0.1104472	0.0001618531	0.07055037	1.300391e-06	0.2677364	0.0009325175	NA	NA	0.001468633	NA	NA	NA	NA
"1399"	53.9175	"VOL"	"PIRE"	"Model.14b"	11.82509	0.5	0.5	1.558099	NA	0.8152264	1000	0.002123807	0.1067949	0.0007495007	0.1278671	0.1147502	0.4906184	0.9957055	0.8398587	2.167731e-20	0.1036119	3.592018e-67	0.06756194	0.05137524	0.2628125	1.466261e-05	NA	NA	0.005819797	NA	NA	NA	NA
"1400"	53.9175	"VOL"	"PIRE"	"Model.14c"	0.5	11.79358	0.6788931	1.513985	NA	NA	NA	NA	NA	0.04681563	0.1479209	0.1481827	0.6147754	1	0.8256609	4.514007e-08	0.1348528	0.007651052	0.0803005	0.1369262	0.2962174	0.2893215	0.001	0.1803323	0.0004282559	NA	NA	NA	NA
"1401"	49.4175	"VOL"	"PIRU"	"Model.01a"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1402"	49.4175	"VOL"	"PIRU"	"Model.02a"	32.29595	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1403"	49.4175	"VOL"	"PIRU"	"Model.03a"	0.6217197	9.732205	3.95661	3.995737	68.63507	1.061432e-33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1404"	56.37416	"VOL"	"PIRU"	"Model.04a"	11.05493	0.5	2.240461	1.80162	NA	4.16771e-14	999.1698	-0.1145389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1405"	78.73378	"VOL"	"PIRU"	"Model.05a"	8.73017	1.079697	0.5	2.102827	NA	0.1038136	274.504	0.5177377	0.2693569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1406"	94.26373	"VOL"	"PIRU"	"Model.06a"	0.5	12.11558	0.5	3.024486	NA	0.1709711	759.504	0.01925407	0.8527504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1407"	49.4175	"VOL"	"PIRU"	"Model.07a"	3.127787	2.434475	0.5	3.100547	NA	0.2634187	79.97732	0.4559084	0.9244477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1408"	49.4175	"VOL"	"PIRU"	"Model.08a"	14.43394	0.5	0.5	1.680384	NA	0.4345361	702.6033	0.2320809	NA	2.046287e-05	0.3643324	0.0248807	0.8195138	0.9999999	0.0027069	0.650665	0.1405758	0.1644572	0.02140253	1.213881e-08	0.01762772	0.9880182	NA	NA	0.617035	0.5038544	NA	NA	NA
"1409"	62.28694	"VOL"	"PIRU"	"Model.08b"	13.33521	0.5	0.5	1.269211	NA	0.4038503	999.9997	0.09058457	NA	-0.06570032	0.7057216	0.1336419	0.9999985	0.9999562	0.3810857	0.3908688	0.2487358	0.2605413	0.0582101	-0.1345646	0.3896947	0.9999224	NA	NA	0.5629165	0.8537602	NA	NA	NA
"1410"	49.60643	"VOL"	"PIRU"	"Model.08c"	2.944431	2.400021	0.5	1.090229	NA	NA	NA	NA	NA	0.02719385	0.5848136	0.1571402	0.9990106	0.9943033	0.3828892	0.4134138	0.364788	0.3940901	0.1293433	-0.002531724	0.3542547	0.9991249	0.001	0.620752	0.5524574	0.9999888	NA	NA	NA
"1411"	94.73548	"VOL"	"PIRU"	"Model.09a"	8.094611	1.314611	1.696792	3.9927	NA	0.05612601	610.1049	0.6321124	NA	1.759291e-05	0.08513543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1412"	93.01164	"VOL"	"PIRU"	"Model.09b"	14.39593	0.5	0.5	2.036538	NA	0.1045728	1000	0.1619038	NA	0.01714676	0.7574372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1413"	49.4175	"VOL"	"PIRU"	"Model.09c"	0.7074897	10.21382	0.5	0.5	NA	NA	NA	NA	NA	0.3522473	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001	1.645279	NA	NA	NA	NA	NA
"1414"	49.52842	"VOL"	"PIRU"	"Model.10a"	16.28143	0.7080883	0.5	1.536919	NA	1	33.18388	1.702691	NA	0.03169464	0.9540015	0.1021012	0.9969549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1415"	49.41755	"VOL"	"PIRU"	"Model.10b"	7.198097	1.594743	0.5	1.531743	NA	1	38.93314	1.581131	NA	0.0427835	0.9999999	0.106007	0.9999994	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1416"	49.4175	"VOL"	"PIRU"	"Model.10c"	7.656299	1.120043	0.5	1.349607	NA	NA	NA	NA	NA	0.132714	1	0.1891321	0.9844199	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001	0.8220754	NA	NA	NA	NA	NA
"1417"	49.54467	"VOL"	"PIRU"	"Model.11a"	9.995097	0.8047191	2.061935	2.79656	NA	0.1945347	999.9926	0.7154594	NA	0.0009213442	0.4060236	0.6297344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1418"	49.4175	"VOL"	"PIRU"	"Model.11b"	17.02888	0.5	1.058412	1.633977	NA	0.4741454	1000	0.4718793	NA	0.05544577	0.9992618	0.9937109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1419"	49.4175	"VOL"	"PIRU"	"Model.11c"	15.06735	0.5	0.5	0.7561698	NA	NA	NA	NA	NA	0.2434502	0.9985785	0.9999942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001	1.166793	NA	NA	NA	NA	NA
"1420"	74.40324	"VOL"	"PIRU"	"Model.12a"	16.23695	0.5	0.5	2.107294	NA	0.2746974	953.4695	0.2048436	-0.02037266	1.224909e-13	0.5429318	0.1507488	0.7755043	0.9999998	0.3534408	0.2603834	0.1117615	0.1920802	0.02448802	8.233674e-10	0.1635934	0.8885193	NA	NA	0.498555	0.75562	NA	NA	NA
"1421"	49.41761	"VOL"	"PIRU"	"Model.12b"	15.60942	0.5069794	0.5494934	1.761064	NA	0.4003461	830.2347	0.3278442	-0.1815814	-0.06300294	0.2799739	0.06022012	0.9231701	1	0.2952384	0.4744901	0.1193773	0.1214051	0.009591544	-0.03194638	0.07470525	0.9999998	NA	NA	0.3801184	0.8794212	NA	NA	NA
"1422"	49.4175	"VOL"	"PIRU"	"Model.12c"	2.0303	3.522554	0.5	0.9193846	NA	NA	NA	NA	NA	0.03424457	0.7358903	0.333999	1	0.9973112	0.3396875	0.4972145	0.3002916	0.4101174	0.1410006	0.1041057	0.481084	0.9195643	0.001	0.668308	0.5110052	0.9092507	NA	NA	NA
"1423"	49.41752	"VOL"	"PIRU"	"Model.13a"	12.32447	0.7385823	1.284709	2.132109	NA	0.2690978	736.0217	0.6888275	0.02771427	2.846117e-13	0.2080294	0.1614427	0.9884732	0.9997852	0.161639	0.1789973	0.006321433	0.09055712	0.002523077	1.327035e-07	0.6196251	0.1007561	NA	NA	0.1250363	0.8808593	NA	NA	NA
"1424"	49.41777	"VOL"	"PIRU"	"Model.13b"	1.055244	8.556945	0.5	1.69283	NA	0.468724	214.385	0.7672195	0.1883773	-0.2175513	0.8149136	0.1238058	0.9991965	0.9999998	0.001075574	0.791483	0.3103301	0.2384547	0.03093475	-0.1664755	0.2552777	0.9273922	NA	NA	0.485701	0.8279563	NA	NA	NA
"1425"	49.4175	"VOL"	"PIRU"	"Model.13c"	14.9027	0.5	0.5	0.9673608	NA	NA	NA	NA	NA	-0.005949652	0.5568262	0.3110691	0.9949011	0.9991012	0.3809515	0.2806002	0.2861146	0.4113183	0.131831	0.05245309	0.5891813	0.9847898	0.001	0.6497845	0.5370659	0.8878659	NA	NA	NA
"1426"	63.88477	"VOL"	"PIRU"	"Model.14a"	18.36653	0.5	0.5277127	1.473474	NA	0.4130899	558.543	0.5494921	-0.09426875	0.006331186	0.490861	0.09769652	0.8910171	0.9916643	1.177199e-05	0.6505667	0.115313	0.1683609	0.02753853	3.643298e-09	0.06113941	0.9990408	NA	NA	0.5624882	0.329446	NA	NA	NA
"1427"	57.36151	"VOL"	"PIRU"	"Model.14b"	12.60395	0.5892225	0.5	1.863325	NA	0.3065824	787.8259	0.2091798	-0.0255441	4.720418e-08	0.356942	0.1151139	0.9607953	0.9987266	0.2282498	0.6809447	0.05769352	0.1849776	0.01883511	6.8009e-08	0.02255687	0.9734762	NA	NA	0.4330471	0.9706664	NA	NA	NA
"1428"	49.4175	"VOL"	"PIRU"	"Model.14c"	5.567069	1.384719	0.5	0.965797	NA	NA	NA	NA	NA	0.0002859064	0.4949653	0.1794605	0.9159272	0.9868747	0.296545	0.3952891	0.3111309	0.3686655	0.1234387	0.004249314	0.4129417	0.9990316	0.001	0.604806	0.3838819	0.7139349	NA	NA	NA
"1429"	56.0475	"VOL"	"PIST"	"Model.01a"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1430"	56.0475	"VOL"	"PIST"	"Model.02a"	1.67892	8.885561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1431"	56.0475	"VOL"	"PIST"	"Model.03a"	1.428455	5.496302	3.999995	2.516878	169.7345	0.08837646	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1432"	56.0475	"VOL"	"PIST"	"Model.04a"	16.69648	0.710062	3.664839	2.479344	NA	0.2173848	195.059	1.760153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1433"	73.13568	"VOL"	"PIST"	"Model.05a"	19.62263	0.5	0.5000066	2.584199	NA	0.6984241	75.84304	0.4766488	0.4012858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1434"	56.0475	"VOL"	"PIST"	"Model.06a"	15.09778	0.6229698	0.5000112	3.544169	NA	0.430764	18.71608	0.765885	2.496943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1435"	56.04754	"VOL"	"PIST"	"Model.07a"	0.6563429	16.1172	0.5	3.073137	NA	1.073651	0.4744393	1.062675	2.954398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1436"	112.095	"VOL"	"PIST"	"Model.08a"	16.01702	0.5	0.5	1.681555	NA	0.449507	1000	0.2226405	NA	1.685621e-07	0.5888264	0.2889902	0.6721243	1	0.9992451	0.5942494	1.041729e-51	0.05265233	0.006276637	0.1732442	0.04827298	0.1237669	NA	NA	0.8645508	0.5054386	3.828483e-10	0.9315498	0.1940878
